username,full_text,Label,cleaned_text,casefolding_text,norm_text,token_text,swremove_text,stem_text,Sentimen,mention,hashtag
irma_hariyah,@Laylani_na Pontianak berharap atlet eSport bisa meraih kesuksesan di PON Aceh-Sumut. #PONKita2024,1,Pontianak berharap atlet eSport bisa meraih kesuksesan di PON Aceh Sumut,pontianak berharap atlet esport bisa meraih kesuksesan di pon aceh sumut,pontianak berharap atlet esport bisa meraih kesuksesan di pon aceh sumut,"['pontianak', 'berharap', 'atlet', 'esport', 'bisa', 'meraih', 'kesuksesan', 'di', 'pon', 'aceh', 'sumut']","['pontianak', 'berharap', 'atlet', 'esport', 'meraih', 'kesuksesan', 'pon', 'aceh', 'sumut']",pontianak harap atlet esport raih sukses pon aceh sumut,Positif,['@Laylani_na'],['#PONKita2024']
silvia_rahayu12,@KotaNusantara Pertarungan di eSPORT PON Aceh-Sumut 2024 akan menjadi salah satu yang paling mendebarkan. #PONKita2024,1,Pertarungan di eSPORT PON Aceh Sumut akan menjadi salah satu yang paling mendebarkan,pertarungan di esport pon aceh sumut akan menjadi salah satu yang paling mendebarkan,pertarungan di esport pon aceh sumut akan menjadi salah satu yang paling mendebarkan,"['pertarungan', 'di', 'esport', 'pon', 'aceh', 'sumut', 'akan', 'menjadi', 'salah', 'satu', 'yang', 'paling', 'mendebarkan']","['pertarungan', 'esport', 'pon', 'aceh', 'sumut', 'menjadi', 'salah', 'satu', 'paling', 'mendebarkan']",tarung esport pon aceh sumut jadi salah satu paling debar,Positif,['@KotaNusantara'],['#PONKita2024']
farhan_ibrahm,@blondfe Dito Ariotedjo Menpora apresiasi kerja cepat dan efisien panitia PON di Aceh dan Sumut #PONKita2024,1,Dito Ariotedjo Menpora apresiasi kerja cepat dan efisien panitia PON di Aceh dan Sumut,dito ariotedjo menpora apresiasi kerja cepat dan efisien panitia pon di aceh dan sumut,dito ariotedjo menpora apresiasi kerja cepat dan efisien panitia pon di aceh dan sumut,"['dito', 'ariotedjo', 'menpora', 'apresiasi', 'kerja', 'cepat', 'dan', 'efisien', 'panitia', 'pon', 'di', 'aceh', 'dan', 'sumut']","['dito', 'ariotedjo', 'menpora', 'apresiasi', 'kerja', 'cepat', 'efisien', 'panitia', 'pon', 'aceh', 'sumut']",dito ariotedjo menpora apresiasi kerja cepat efisien panitia pon aceh sumut,Positif,['@blondfe'],['#PONKita2024']
alann_prasetyo,@gemessff Produk-produk kreatif dari UMKM lokal semakin dikenal oleh pengunjung PON Aceh-Sumut. #PONKita2024,1,Produk produk kreatif dari UMKM lokal semakin dikenal oleh pengunjung PON Aceh Sumut,produk produk kreatif dari umkm lokal semakin dikenal oleh pengunjung pon aceh sumut,produk produk kreatif dari umkm lokal semakin dikenal oleh pengunjung pon aceh sumut,"['produk', 'produk', 'kreatif', 'dari', 'umkm', 'lokal', 'semakin', 'dikenal', 'oleh', 'pengunjung', 'pon', 'aceh', 'sumut']","['produk', 'produk', 'kreatif', 'umkm', 'lokal', 'semakin', 'dikenal', 'pengunjung', 'pon', 'aceh', 'sumut']",produk produk kreatif umkm lokal makin kenal unjung pon aceh sumut,Positif,['@gemessff'],['#PONKita2024']
Puspen_TNI,@AlisyaRenata12 Pujian dari Menpora RI untuk Aceh dan Sumut yang telah mengatasi tantangan penyelenggaraan PON dengan baik #PONKita2024,1,Pujian dari Menpora RI untuk Aceh dan Sumut yang telah mengatasi tantangan penyelenggaraan PON dengan baik,pujian dari menpora ri untuk aceh dan sumut yang telah mengatasi tantangan penyelenggaraan pon dengan baik,pujian dari menpora ri untuk aceh dan sumut yang telah mengatasi tantangan penyelenggaraan pon dengan baik,"['pujian', 'dari', 'menpora', 'ri', 'untuk', 'aceh', 'dan', 'sumut', 'yang', 'telah', 'mengatasi', 'tantangan', 'penyelenggaraan', 'pon', 'dengan', 'baik']","['pujian', 'menpora', 'ri', 'aceh', 'sumut', 'telah', 'mengatasi', 'tantangan', 'penyelenggaraan', 'pon', 'baik']",puji menpora ri aceh sumut telah atas tantang selenggara pon baik,Positif,['@AlisyaRenata12'],['#PONKita2024']
raka_pratama09,Panpel &amp; wasit PON Aceh Sumut mogok makan tiap hari diberi nasi keras dan sepotong tempe goreng Inilah makanan siang untuk Panpel semua wasit2 hanya tempe sepotong sama sambal kentang. Lantas setiap hari kami dikasih pagi siang sore ayam terus nasinya keras tak berkuah,-1,Panpel wasit PON Aceh Sumut mogok makan tiap hari diberi nasi keras dan sepotong tempe goreng Inilah makanan siang untuk Panpel semua wasit hanya tempe sepotong sama sambal kentang Lantas setiap hari kami dikasih pagi siang sore ayam terus nasinya keras tak berkuah,panpel wasit pon aceh sumut mogok makan tiap hari diberi nasi keras dan sepotong tempe goreng inilah makanan siang untuk panpel semua wasit hanya tempe sepotong sama sambal kentang lantas setiap hari kami dikasih pagi siang sore ayam terus nasinya keras tak berkuah,panpel wasit pon aceh sumut mogok makan tiap hari diberi nasi keras dan sepotong tempe goreng inilah makanan siang untuk panpel semua wasit hanya tempe sepotong sama sambal kentang lantas setiap hari kami dikasih pagi siang sore ayam terus nasinya keras tak berkuah,"['panpel', 'wasit', 'pon', 'aceh', 'sumut', 'mogok', 'makan', 'tiap', 'hari', 'diberi', 'nasi', 'keras', 'dan', 'sepotong', 'tempe', 'goreng', 'inilah', 'makanan', 'siang', 'untuk', 'panpel', 'semua', 'wasit', 'hanya', 'tempe', 'sepotong', 'sama', 'sambal', 'kentang', 'lantas', 'setiap', 'hari', 'kami', 'dikasih', 'pagi', 'siang', 'sore', 'ayam', 'terus', 'nasinya', 'keras', 'tak', 'berkuah']","['panpel', 'wasit', 'pon', 'aceh', 'sumut', 'mogok', 'makan', 'tiap', 'hari', 'diberi', 'nasi', 'keras', 'sepotong', 'tempe', 'goreng', 'inilah', 'makanan', 'siang', 'panpel', 'semua', 'wasit', 'tempe', 'sepotong', 'sama', 'sambal', 'kentang', 'lantas', 'hari', 'dikasih', 'pagi', 'siang', 'sore', 'ayam', 'terus', 'nasinya', 'keras', 'tak', 'berkuah']",panpel wasit pon aceh sumut mogok makan tiap hari beri nasi keras potong tempe goreng ini makan siang panpel semua wasit tempe potong sama sambal kentang lantas hari kasih pagi siang sore ayam terus nasi keras tak kuah,Negatif,[],[]
hariankompas,@Laylani_na Yuk sukseskan PON XXI biar Aceh-Sumut tambah hebat! #PONKita2024,1,Yuk sukseskan PON XXI biar Aceh Sumut tambah hebat,yuk sukseskan pon xxi biar aceh sumut tambah hebat,yuk sukseskan pon xxi biar aceh sumut tambah hebat,"['yuk', 'sukseskan', 'pon', 'xxi', 'biar', 'aceh', 'sumut', 'tambah', 'hebat']","['yuk', 'sukseskan', 'pon', 'xxi', 'biar', 'aceh', 'sumut', 'tambah', 'hebat']",yuk sukses pon xxi biar aceh sumut tambah hebat,Positif,['@Laylani_na'],['#PONKita2024']
galuh_mustofa60,@GenZNusantara Adanya eSport di PON Aceh-Sumut mendorong pengakuan eSport sebagai cabang olahraga resmi. #PONKita2024,1,Adanya eSport di PON Aceh Sumut mendorong pengakuan eSport sebagai cabang olahraga resmi,adanya esport di pon aceh sumut mendorong pengakuan esport sebagai cabang olahraga resmi,adanya esport di pon aceh sumut mendorong pengakuan esport sebagai cabang olahraga resmi,"['adanya', 'esport', 'di', 'pon', 'aceh', 'sumut', 'mendorong', 'pengakuan', 'esport', 'sebagai', 'cabang', 'olahraga', 'resmi']","['adanya', 'esport', 'pon', 'aceh', 'sumut', 'mendorong', 'pengakuan', 'esport', 'cabang', 'olahraga', 'resmi']",ada esport pon aceh sumut dorong aku esport cabang olahraga resmi,Positif,['@GenZNusantara'],['#PONKita2024']
balamantri_w15,Luar biasa Perwira IHC Raih Medali Perunggu di PON XXI Aceh Sumut 2024! Perwira IHC berprestasi dan menginspirasi! IHC Melaju! #IHC #EnergizingYourHealth #AtletPON #Pertamina #Bowling #PertiwiPertamina #BUMNuntukIndonesia,1,Luar biasa Perwira IHC Raih Medali Perunggu di PON XXI Aceh Sumut Perwira IHC berprestasi dan menginspirasi IHC Melaju,luar biasa perwira ihc raih medali perunggu di pon xxi aceh sumut perwira ihc berprestasi dan menginspirasi ihc melaju,luar biasa perwira ihc raih medali perunggu di pon xxi aceh sumut perwira ihc berprestasi dan menginspirasi ihc melaju,"['luar', 'biasa', 'perwira', 'ihc', 'raih', 'medali', 'perunggu', 'di', 'pon', 'xxi', 'aceh', 'sumut', 'perwira', 'ihc', 'berprestasi', 'dan', 'menginspirasi', 'ihc', 'melaju']","['luar', 'biasa', 'perwira', 'ihc', 'raih', 'medali', 'perunggu', 'pon', 'xxi', 'aceh', 'sumut', 'perwira', 'ihc', 'berprestasi', 'menginspirasi', 'ihc', 'melaju']",luar biasa perwira ihc raih medali perunggu pon xxi aceh sumut perwira ihc prestasi inspirasi ihc laju,Positif,[],"['#IHC', '#EnergizingYourHealth', '#AtletPON', '#Pertamina', '#Bowling', '#PertiwiPertamina', '#BUMNuntukIndonesia']"
pbm_ihc,@wponjong Yuk rayakan PON XXI dan jadikan Aceh-Sumut sebagai pusat kebanggaan olahraga Indonesia! #PONKita2024,1,Yuk rayakan PON XXI dan jadikan Aceh Sumut sebagai pusat kebanggaan olahraga Indonesia,yuk rayakan pon xxi dan jadikan aceh sumut sebagai pusat kebanggaan olahraga indonesia,yuk rayakan pon xxi dan jadikan aceh sumut sebagai pusat kebanggaan olahraga indonesia,"['yuk', 'rayakan', 'pon', 'xxi', 'dan', 'jadikan', 'aceh', 'sumut', 'sebagai', 'pusat', 'kebanggaan', 'olahraga', 'indonesia']","['yuk', 'rayakan', 'pon', 'xxi', 'jadikan', 'aceh', 'sumut', 'pusat', 'kebanggaan', 'olahraga', 'indonesia']",yuk raya pon xxi jadi aceh sumut pusat bangga olahraga indonesia,Positif,['@wponjong'],['#PONKita2024']
rani_cahya03,@presidest Menpora RI Dito Ariotedjo terkesan dengan semangat panitia PON di Aceh dan Sumut #PONKita2024,1,Menpora RI Dito Ariotedjo terkesan dengan semangat panitia PON di Aceh dan Sumut,menpora ri dito ariotedjo terkesan dengan semangat panitia pon di aceh dan sumut,menpora ri dito ariotedjo terkesan dengan semangat panitia pon di aceh dan sumut,"['menpora', 'ri', 'dito', 'ariotedjo', 'terkesan', 'dengan', 'semangat', 'panitia', 'pon', 'di', 'aceh', 'dan', 'sumut']","['menpora', 'ri', 'dito', 'ariotedjo', 'terkesan', 'semangat', 'panitia', 'pon', 'aceh', 'sumut']",menpora ri dito ariotedjo kes semangat panitia pon aceh sumut,Positif,['@presidest'],['#PONKita2024']
nisrin_fadilag,@AzkaAksara PON Aceh&amp;Sumut membangkitkan rasa kebersamaan antar daerah #PONKita2024,1,PON Aceh Sumut membangkitkan rasa kebersamaan antar daerah,pon aceh sumut membangkitkan rasa kebersamaan antar daerah,pon aceh sumut membangkitkan rasa kebersamaan antar daerah,"['pon', 'aceh', 'sumut', 'membangkitkan', 'rasa', 'kebersamaan', 'antar', 'daerah']","['pon', 'aceh', 'sumut', 'membangkitkan', 'rasa', 'kebersamaan', 'antar', 'daerah']",pon aceh sumut bangkit rasa sama antar daerah,Positif,['@AzkaAksara'],['#PONKita2024']
kasiyah_sudiati,@tenjanes Pertarungan di PON Aceh-Sumut 2024 dipastikan berlangsung penuh aksi. #PONKita2024,1,Pertarungan di PON Aceh Sumut dipastikan berlangsung penuh aksi,pertarungan di pon aceh sumut dipastikan berlangsung penuh aksi,pertarungan di pon aceh sumut dipastikan berlangsung penuh aksi,"['pertarungan', 'di', 'pon', 'aceh', 'sumut', 'dipastikan', 'berlangsung', 'penuh', 'aksi']","['pertarungan', 'pon', 'aceh', 'sumut', 'dipastikan', 'berlangsung', 'penuh', 'aksi']",tarung pon aceh sumut pasti langsung penuh aksi,Positif,['@tenjanes'],['#PONKita2024']
yuliyanti_miya,@RayyaKasya Lubuklinggau siap sukseskan PON Aceh &amp; Sumut bersama kita raih prestasi #PONKita2024,1,Lubuklinggau siap sukseskan PON Aceh Sumut bersama kita raih prestasi,lubuklinggau siap sukseskan pon aceh sumut bersama kita raih prestasi,lubuklinggau siap sukseskan pon aceh sumut bersama kita raih prestasi,"['lubuklinggau', 'siap', 'sukseskan', 'pon', 'aceh', 'sumut', 'bersama', 'kita', 'raih', 'prestasi']","['lubuklinggau', 'siap', 'sukseskan', 'pon', 'aceh', 'sumut', 'bersama', 'raih', 'prestasi']",lubuklinggau siap sukses pon aceh sumut sama raih prestasi,Positif,['@RayyaKasya'],['#PONKita2024']
jumari_krnawn,@presidest Banyak yang memprediksi eSPORT PON Aceh-Sumut 2024 akan membawa kejutan besar. #PONKita2024,1,Banyak yang memprediksi eSPORT PON Aceh Sumut akan membawa kejutan besar,banyak yang memprediksi esport pon aceh sumut akan membawa kejutan besar,banyak yang memprediksi esport pon aceh sumut akan membawa kejutan besar,"['banyak', 'yang', 'memprediksi', 'esport', 'pon', 'aceh', 'sumut', 'akan', 'membawa', 'kejutan', 'besar']","['banyak', 'memprediksi', 'esport', 'pon', 'aceh', 'sumut', 'membawa', 'kejutan', 'besar']",banyak prediksi esport pon aceh sumut bawa kejut besar,Positif,['@presidest'],['#PONKita2024']
vazri_andi23,@OposisiLieur Dito Ariotedjo: Kerja panitia PON di Aceh dan Sumut adalah bukti kemajuan dalam penyelenggaraan olahraga #PONKita2024,1,Dito Ariotedjo Kerja panitia PON di Aceh dan Sumut adalah bukti kemajuan dalam penyelenggaraan olahraga,dito ariotedjo kerja panitia pon di aceh dan sumut adalah bukti kemajuan dalam penyelenggaraan olahraga,dito ariotedjo kerja panitia pon di aceh dan sumut adalah bukti kemajuan dalam penyelenggaraan olahraga,"['dito', 'ariotedjo', 'kerja', 'panitia', 'pon', 'di', 'aceh', 'dan', 'sumut', 'adalah', 'bukti', 'kemajuan', 'dalam', 'penyelenggaraan', 'olahraga']","['dito', 'ariotedjo', 'kerja', 'panitia', 'pon', 'aceh', 'sumut', 'bukti', 'kemajuan', 'penyelenggaraan', 'olahraga']",dito ariotedjo kerja panitia pon aceh sumut bukti maju selenggara olahraga,Positif,['@OposisiLieur'],['#PONKita2024']
aretha_tahna,@Laylani_na eSport di PON Aceh-Sumut membuka peluang besar bagi pengembang game untuk berkolaborasi dengan atlet. #PONKita2024,1,eSport di PON Aceh Sumut membuka peluang besar bagi pengembang game untuk berkolaborasi dengan atlet,esport di pon aceh sumut membuka peluang besar bagi pengembang game untuk berkolaborasi dengan atlet,esport di pon aceh sumut membuka peluang besar bagi pengembang game untuk berkolaborasi dengan atlet,"['esport', 'di', 'pon', 'aceh', 'sumut', 'membuka', 'peluang', 'besar', 'bagi', 'pengembang', 'game', 'untuk', 'berkolaborasi', 'dengan', 'atlet']","['esport', 'pon', 'aceh', 'sumut', 'membuka', 'peluang', 'besar', 'pengembang', 'game', 'berkolaborasi', 'atlet']",esport pon aceh sumut buka peluang besar kembang game kolaborasi atlet,Positif,['@Laylani_na'],['#PONKita2024']
aria_nakisaa,@presidest Kolaborasi yang solid bikin PON XXI Aceh-Sumut makin keren #PONKita2024,1,Kolaborasi yang solid bikin PON XXI Aceh Sumut makin keren,kolaborasi yang solid bikin pon xxi aceh sumut makin keren,kolaborasi yang solid membuat pon xxi aceh sumut makin keren,"['kolaborasi', 'yang', 'solid', 'membuat', 'pon', 'xxi', 'aceh', 'sumut', 'makin', 'keren']","['kolaborasi', 'solid', 'membuat', 'pon', 'xxi', 'aceh', 'sumut', 'makin', 'keren']",kolaborasi solid buat pon xxi aceh sumut makin keren,Positif,['@presidest'],['#PONKita2024']
telukardi_alam,@BBCIndonesia Mantap pak polisi bertindak cepat menggusut dugaan korupsi pon aceh sumut kerja nyata polri🇮🇩 #PengusutanDugaanPenyelewenganDanaPON,1,Mantap pak polisi bertindak cepat menggusut dugaan korupsi pon aceh sumut kerja nyata polri,mantap pak polisi bertindak cepat menggusut dugaan korupsi pon aceh sumut kerja nyata polri,mantap pak polisi bertindak cepat menggusut dugaan korupsi pon aceh sumut kerja nyata polri,"['mantap', 'pak', 'polisi', 'bertindak', 'cepat', 'menggusut', 'dugaan', 'korupsi', 'pon', 'aceh', 'sumut', 'kerja', 'nyata', 'polri']","['mantap', 'pak', 'polisi', 'bertindak', 'cepat', 'menggusut', 'dugaan', 'korupsi', 'pon', 'aceh', 'sumut', 'kerja', 'nyata', 'polri']",mantap pak polisi tindak cepat menggusut duga korupsi pon aceh sumut kerja nyata polri,Positif,['@BBCIndonesia'],['#PengusutanDugaanPenyelewenganDanaPON']
afia_misya11,PON XXI Aceh Sumut terbaik sepanjang sejarah Wakanda Jalan becek Kaca pecah atap ambruk snack abal2 makanan seadanya dll Belum Ekstrem kata menteri Mujahir Pertanyaannya yg ekstrem yg gmn?,-1,PON XXI Aceh Sumut terbaik sepanjang sejarah Wakanda Jalan becek Kaca pecah atap ambruk snack abal makanan seadanya dll Belum Ekstrem kata menteri Mujahir Pertanyaannya yg ekstrem yg gmn,pon xxi aceh sumut terbaik sepanjang sejarah wakanda jalan becek kaca pecah atap ambruk snack abal makanan seadanya dll belum ekstrem kata menteri mujahir pertanyaannya yg ekstrem yg gmn,pon xxi aceh sumut terbaik sepanjang sejarah wakanda jalan becek kaca pecah atap ambruk snack abal makanan seadanya dll belum ekstrem kata menteri mujahir pertanyaannya yang ekstrem yang gmn,"['pon', 'xxi', 'aceh', 'sumut', 'terbaik', 'sepanjang', 'sejarah', 'wakanda', 'jalan', 'becek', 'kaca', 'pecah', 'atap', 'ambruk', 'snack', 'abal', 'makanan', 'seadanya', 'dll', 'belum', 'ekstrem', 'kata', 'menteri', 'mujahir', 'pertanyaannya', 'yang', 'ekstrem', 'yang', 'gmn']","['pon', 'xxi', 'aceh', 'sumut', 'terbaik', 'sepanjang', 'sejarah', 'wakanda', 'jalan', 'becek', 'kaca', 'pecah', 'atap', 'ambruk', 'snack', 'abal', 'makanan', 'seadanya', 'belum', 'ekstrem', 'kata', 'menteri', 'mujahir', 'pertanyaannya', 'ekstrem', 'gmn']",pon xxi aceh sumut baik panjang sejarah wakanda jalan becek kaca pecah atap ambruk snack abal makan ada belum ekstrem kata menteri mujahir tanya ekstrem gmn,Negatif,[],[]
aprilia_ilona,Pj Bupati Aceh Besar Kalungkan Medali Paralayang PON XXI Aceh-Sumut,0,Pj Bupati Aceh Besar Kalungkan Medali Paralayang PON XXI Aceh Sumut,pj bupati aceh besar kalungkan medali paralayang pon xxi aceh sumut,pj bupati aceh besar kalungkan medali paralayang pon xxi aceh sumut,"['pj', 'bupati', 'aceh', 'besar', 'kalungkan', 'medali', 'paralayang', 'pon', 'xxi', 'aceh', 'sumut']","['pj', 'bupati', 'aceh', 'besar', 'kalungkan', 'medali', 'paralayang', 'pon', 'xxi', 'aceh', 'sumut']",pj bupati aceh besar kalung medali paralayang pon xxi aceh sumut,Netral,[],[]
ina_mandasari1,Mega udah berangkat ke Korea tapi namanya tetep di daftarin di PON XXI ACEH-SUMUT dari fase grup sampai 1/4 final gak main karena udah di Korea trus kmrin tbtb pas SF main dan skrng di Final Menang lawan Tim JABAT yang Ampe TC ke Jepang https://t.co/SvnJYIw4u7,0,Mega udah berangkat ke Korea tapi namanya tetep di daftarin di PON XXI ACEH SUMUT dari fase grup sampai final gak main karena udah di Korea trus kmrin tbtb pas SF main dan skrng di Final Menang lawan Tim JABAT yang Ampe TC ke Jepang,mega udah berangkat ke korea tapi namanya tetep di daftarin di pon xxi aceh sumut dari fase grup sampai final gak main karena udah di korea trus kmrin tbtb pas sf main dan skrng di final menang lawan tim jabat yang ampe tc ke jepang,mega sudah berangkat ke korea tapi namanya tetep di daftarin di pon xxi aceh sumut dari fase grup sampai final tidak main karena sudah di korea trus kmrin tbtb pas sf main dan skrng di final menang lawan tim jabat yang ampe tc ke jepang,"['mega', 'sudah', 'berangkat', 'ke', 'korea', 'tapi', 'namanya', 'tetep', 'di', 'daftarin', 'di', 'pon', 'xxi', 'aceh', 'sumut', 'dari', 'fase', 'grup', 'sampai', 'final', 'tidak', 'main', 'karena', 'sudah', 'di', 'korea', 'trus', 'kmrin', 'tbtb', 'pas', 'sf', 'main', 'dan', 'skrng', 'di', 'final', 'menang', 'lawan', 'tim', 'jabat', 'yang', 'ampe', 'tc', 'ke', 'jepang']","['mega', 'berangkat', 'korea', 'namanya', 'tetep', 'daftarin', 'pon', 'xxi', 'aceh', 'sumut', 'fase', 'grup', 'final', 'main', 'sudah', 'korea', 'trus', 'kmrin', 'tbtb', 'pas', 'sf', 'main', 'skrng', 'final', 'menang', 'lawan', 'tim', 'jabat', 'ampe', 'tc', 'jepang']",mega berangkat korea nama tetep daftarin pon xxi aceh sumut fase grup final main sudah korea trus kmrin tbtb pas sf main skrng final menang lawan tim jabat ampe tc jepang,Netral,[],[]
jabibah_faza,Mahasiswa Unnes telah menyumbangkan 19 medali untuk Jawa Tengah di ajang PON XXI Aceh-Sumut 2024,1,Mahasiswa Unnes telah menyumbangkan medali untuk Jawa Tengah di ajang PON XXI Aceh Sumut,mahasiswa unnes telah menyumbangkan medali untuk jawa tengah di ajang pon xxi aceh sumut,mahasiswa unnes telah menyumbangkan medali untuk jawa tengah di ajang pon xxi aceh sumut,"['mahasiswa', 'unnes', 'telah', 'menyumbangkan', 'medali', 'untuk', 'jawa', 'tengah', 'di', 'ajang', 'pon', 'xxi', 'aceh', 'sumut']","['mahasiswa', 'unnes', 'menyumbangkan', 'medali', 'jawa', 'tengah', 'ajang', 'pon', 'xxi', 'aceh', 'sumut']",mahasiswa unnes sumbang medali jawa tengah ajang pon xxi aceh sumut,Positif,[],[]
